buyer_name_normalized,n_notices,n_sirets,n_sirens,n_departments,n_buyer_keys,n_active_years,first_year,last_year,activity_level,example_sirets,example_sirens,example_departments,example_buyer_keys,is_generic_name,same_siren_different_sirets,different_sirens,department_consistent_mapping,department_conflicting_mapping,ambiguity_class
ch du mans - ets support du ght 72,9,3,3,1,3,1,2024,2024,21+,13002928300012;17440005100010;26720016000013,130029283;174400051;267200160,72,SIRET:13002928300012;SIRET:17440005100010;SIRET:26720016000013,False,False,True,True,False,different_sirens
ddt de l orne,3,3,3,1,3,2,2023,2024,21+,11000201100044;13001078800011;48962613500250,110002011;130010788;489626135,61,SIRET:11000201100044;SIRET:13001078800011;SIRET:48962613500250,False,False,True,True,False,different_sirens
france travail,9,3,2,3,3,2,2024,2025,21+,13000348113153;13000548100010;13000548113153,130003481;130005481,44;49;75,SIRET:13000348113153;SIRET:13000548100010;SIRET:13000548113153,False,False,True,False,True,different_sirens
dir interregionale sces penitentiaires,115,2,2,10,3,9,2016,2025,21+,11000201100044;17350120600010,110002011;173501206,14;29;35;44;49;53;56;72,NAME:dir interregionale sces penitentiaires;SIRET:11000201100044;SIRET:17350120600010,False,False,True,False,True,different_sirens
reseau canope,64,2,2,10,3,11,2016,2026,21+,18004301001485;18304001001485,180043010;183040010,14;22;29;31;33;37;69;75,NAME:reseau canope;SIRET:18004301001485;SIRET:18304001001485,False,False,True,False,True,different_sirens
office francais de la biodiversite,28,2,2,9,3,7,2020,2026,6-20,13002591900015;17770704900017,130025919;177707049,13;17;22;29;33;44;56;85,NAME:office francais de la biodiversite;SIRET:13002591900015;SIRET:17770704900017,False,False,True,False,True,different_sirens
dir ouest,177,2,2,7,3,12,2015,2026,21+,11000201100044;13000170400589,110002011;130001704,22;29;35;44;49;53;56,NAME:dir ouest;SIRET:11000201100044;SIRET:13000170400589,False,False,True,False,True,different_sirens
ministere de la culture,54,2,2,7,3,7,2018,2024,21+,11000201100044;17440460800013,110002011;174404608,35;44;49;60;72;75;85,NAME:ministere de la culture;SIRET:11000201100044;SIRET:17440460800013,False,False,True,False,True,different_sirens
inst nal recherches archeologiques pre,25,2,2,7,3,7,2019,2026,21+,17750005500013;18009226400225,177500055;180092264,14;22;35;64;75;77;85,NAME:inst nal recherches archeologiques pre;SIRET:17750005500013;SIRET:18009226400225,False,False,True,False,True,different_sirens
dir interdepartementale des rte ouest,64,2,2,6,3,6,2019,2025,21+,11000201100044;13000170400589,110002011;130001704,22;29;35;44;49;56,NAME:dir interdepartementale des rte ouest;SIRET:11000201100044;SIRET:13000170400589,True,False,True,False,True,different_sirens
conseil regional des pays de la loire,2273,2,2,5,3,12,2015,2026,21+,13002928300012;23440003400026,130029283;234400034,44;49;53;72;85,NAME:conseil regional des pays de la loire;SIRET:13002928300012;SIRET:23440003400026,False,False,True,False,True,different_sirens
sca pfaf so,32,2,2,5,3,9,2015,2023,21+,11000201100044;13001538100010,110002011;130015381,16;31;33;85;86,NAME:sca pfaf so;SIRET:11000201100044;SIRET:13001538100010,False,False,True,False,True,different_sirens
armement des phares et balises,22,2,2,5,3,9,2016,2025,6-20,11000201100044;13000321300027,110002011;130003213,17;20A;29;44;59,NAME:armement des phares et balises;SIRET:11000201100044;SIRET:13000321300027,False,False,True,False,True,different_sirens
sid nord-ouest,13,2,2,5,3,2,2025,2026,6-20,13000190200068;17440005100010,130001902;174400051,22;35;45;49;72,NAME:sid nord-ouest;SIRET:13000190200068;SIRET:17440005100010,False,False,True,False,True,different_sirens
dreal pays de la loire,233,2,2,4,3,12,2015,2026,21+,11000201100044;13000610900057,110002011;130006109,44;49;53;85,NAME:dreal pays de la loire;SIRET:11000201100044;SIRET:13000610900057,False,False,True,False,True,different_sirens
shema,68,2,2,4,3,9,2017,2025,21+,20006846800012;35282361100053,200068468;352823611,14;27;50;61,NAME:shema;SIRET:20006846800012;SIRET:35282361100053,False,False,True,False,True,different_sirens
chambre reg agri pays de la loire,65,2,2,4,3,4,2020,2023,21+,18440135400057;18530045600026,184401354;185300456,14;44;49;53,NAME:chambre reg agri pays de la loire;SIRET:18440135400057;SIRET:18530045600026,False,False,True,False,True,different_sirens
rectorat division scus,51,2,2,4,3,11,2015,2025,21+,11000201100044;17440430100015,110002011;174404301,44;49;72;85,NAME:rectorat division scus;SIRET:11000201100044;SIRET:17440430100015,False,False,True,False,True,different_sirens
comsopgn,50,2,2,4,3,10,2016,2025,21+,11000201100044;13002198300015,110002011;130021983,36;72;92;93,NAME:comsopgn;SIRET:11000201100044;SIRET:13002198300015,False,False,True,False,True,different_sirens
commune,26,2,2,4,3,2,2024,2025,6-20,20005582000019;21440071500014,200055820;214400715,17;22;44;49,NAME:commune;SIRET:20005582000019;SIRET:21440071500014,True,False,True,False,True,different_sirens
dreal bretagne,26,2,2,4,3,8,2015,2026,6-20,11000201100044;13001000200017,110002011;130010002,14;22;29;35,NAME:dreal bretagne;SIRET:11000201100044;SIRET:13001000200017,False,False,True,False,True,different_sirens
tribunal administratif de nantes,19,2,2,4,3,1,2024,2024,21+,17440005100010;26490003600015,174400051;264900036,44;49;72;85,NAME:tribunal administratif de nantes;SIRET:17440005100010;SIRET:26490003600015,False,False,True,False,True,different_sirens
sid nord ouest,9,2,2,4,3,2,2025,2026,6-20,11000201100044;13000190200068,110002011;130001902,22;35;45;49,NAME:sid nord ouest;SIRET:11000201100044;SIRET:13000190200068,False,False,True,False,True,different_sirens
commune de ombree d anjou,124,2,2,3,3,8,2017,2024,21+,20006947400019;20006974700019,200069474;200069747,35;49;53,NAME:commune de ombree d anjou;SIRET:20006947400019;SIRET:20006974700019,True,False,True,False,True,different_sirens
caisse des depots,73,2,2,3,3,10,2015,2025,21+,17750005500013;18002002600019,177500055;180020026,44;49;75,NAME:caisse des depots;SIRET:17750005500013;SIRET:18002002600019,False,False,True,False,True,different_sirens
geves,64,2,2,3,3,9,2018,2026,21+,18007003902264;18008928600041,180070039;180089286,17;44;49,NAME:geves;SIRET:18007003902264;SIRET:18008928600041,False,False,True,False,True,different_sirens
agence de l eau loire-bretagne,53,2,2,3,3,12,2015,2026,21+,17450005800022;18450301900012,174500058;184503019,22;45;63,NAME:agence de l eau loire-bretagne;SIRET:17450005800022;SIRET:18450301900012,False,False,True,False,True,different_sirens
acoss,17,2,2,3,3,8,2015,2024,6-20,13000686900015;18003501600054,130006869;180035016,44;75;93,NAME:acoss;SIRET:13000686900015;SIRET:18003501600054,False,False,True,False,True,different_sirens
ugecam brpl,17,2,2,3,3,2,2024,2025,6-20,17350111500039;42869200800157,173501115;428692008,35;44;85,NAME:ugecam brpl;SIRET:17350111500039;SIRET:42869200800157,False,False,True,False,True,different_sirens
cte reg peches maritimes elevages mari,13,2,2,3,3,9,2017,2025,6-20,17440005100010;44295440000028,174400051;442954400,17;44;85,NAME:cte reg peches maritimes elevages mari;SIRET:17440005100010;SIRET:44295440000028,False,False,True,False,True,different_sirens
medad_dgac_snia,10,2,2,3,3,5,2017,2026,2-5,12006401900074;13000457500010,120064019;130004575,35;44;75,NAME:medad_dgac_snia;SIRET:12006401900074;SIRET:13000457500010,False,False,True,False,True,different_sirens
region de gendarmerie de bretagne,10,2,2,3,3,3,2022,2026,6-20,11000201100044;15700029000013,110002011;157000290,22;29;35,NAME:region de gendarmerie de bretagne;SIRET:11000201100044;SIRET:15700029000013,False,False,True,False,True,different_sirens
centre regional oeuvres univ scolaires,9,2,2,3,3,5,2019,2026,6-20,18350003200010;18440132100015,183500032;184401321,29;33;35,NAME:centre regional oeuvres univ scolaires;SIRET:18350003200010;SIRET:18440132100015,False,False,True,False,True,different_sirens
cetim,9,2,2,3,3,5,2019,2026,6-20,17800111100321;77562907400011,178001111;775629074,44;60;75,NAME:cetim;SIRET:17800111100321;SIRET:77562907400011,False,False,True,False,True,different_sirens
commandement des ecoles de la gn,9,2,2,3,3,4,2021,2026,6-20,11000201100044;15700010000204,110002011;157000100,13;17;29,NAME:commandement des ecoles de la gn;SIRET:11000201100044;SIRET:15700010000204,False,False,True,False,True,different_sirens
commune de pornic,265,2,2,2,3,12,2015,2026,21+,21440131700018;40906598400018,214401317;409065984,44;85,NAME:commune de pornic;SIRET:21440131700018;SIRET:40906598400018,True,False,True,False,True,different_sirens
universite de rennes 1,190,2,2,2,3,9,2015,2023,21+,13003051300019;19350936100013,130030513;193509361,22;35,NAME:universite de rennes 1;SIRET:13003051300019;SIRET:19350936100013,True,False,True,False,True,different_sirens
i f c e,161,2,2,2,3,12,2015,2026,21+,13001044000019;43842012700013,130010440;438420127,19;49,NAME:i f c e;SIRET:13001044000019;SIRET:43842012700013,False,False,True,False,True,different_sirens
ville de quimperle,71,2,2,2,3,12,2015,2026,21+,21290233100015;21290233200015,212902331;212902332,22;29,NAME:ville de quimperle;SIRET:21290233100015;SIRET:21290233200015,True,False,True,False,True,different_sirens
dragages ports,56,2,2,2,3,8,2017,2024,21+,17760005300025;31766542000046,177600053;317665420,44;76,NAME:dragages ports;SIRET:17760005300025;SIRET:31766542000046,False,False,True,False,True,different_sirens
commune de cesson-sevigne,49,2,2,2,3,3,2024,2026,21+,17350005900014;21350051500019,173500059;213500515,22;35,NAME:commune de cesson-sevigne;SIRET:17350005900014;SIRET:21350051500019,True,False,True,False,True,different_sirens
chambre agriculture pays de la loire,43,2,2,2,3,9,2015,2024,21+,13003148700015;18440135400057,130031487;184401354,49;85,NAME:chambre agriculture pays de la loire;SIRET:13003148700015;SIRET:18440135400057,False,False,True,False,True,different_sirens
commune d avrille,41,2,2,2,3,6,2021,2026,21+,21490015100017;26490234700063,214900151;264902347,49;85,NAME:commune d avrille;SIRET:21490015100017;SIRET:26490234700063,True,False,True,False,True,different_sirens
caisse primaire assur maladie maine lo,38,2,2,2,3,7,2018,2026,21+,38063216600019;51509068600012,380632166;515090686,44;49,NAME:caisse primaire assur maladie maine lo;SIRET:38063216600019;SIRET:51509068600012,False,False,True,False,True,different_sirens
sce departemental incendie et secours,38,2,2,2,3,5,2019,2023,21+,28350355500015;28530001800030,283503555;285300018,35;53,NAME:sce departemental incendie et secours;SIRET:28350355500015;SIRET:28530001800030,True,False,True,False,True,different_sirens
mairie de pornic,36,2,2,2,3,3,2024,2026,21+,21440131700018;81442098000025,214401317;814420980,44;49,NAME:mairie de pornic;SIRET:21440131700018;SIRET:81442098000025,True,False,True,False,True,different_sirens
commune d allonnes,35,2,2,2,3,6,2017,2026,21+,21490002900015;21720003900014,214900029;217200039,49;72,NAME:commune d allonnes;SIRET:21490002900015;SIRET:21720003900014,True,False,True,False,True,different_sirens
cc pleyben-chateaulin-porzay,34,2,2,2,3,3,2024,2026,6-20,17350005900014;20006724700011,173500059;200067247,22;29,NAME:cc pleyben-chateaulin-porzay;SIRET:17350005900014;SIRET:20006724700011,False,False,True,False,True,different_sirens
universite rennes 2,27,2,2,2,3,5,2022,2026,6-20,17350005900014;19350937900015,173500059;193509379,22;35,NAME:universite rennes 2;SIRET:17350005900014;SIRET:19350937900015,True,False,True,False,True,different_sirens
rectorat de nantes,17,2,2,2,3,3,2024,2026,6-20,11000201100044;17440430100015,110002011;174404301,44;49,NAME:rectorat de nantes;SIRET:11000201100044;SIRET:17440430100015,False,False,True,False,True,different_sirens
ville de quiberon,17,2,2,2,3,5,2021,2026,6-20,21560186500011;48116074500040,215601865;481160745,22;56,NAME:ville de quiberon;SIRET:21560186500011;SIRET:48116074500040,True,False,True,False,True,different_sirens
drfip 44,12,2,2,2,3,5,2016,2026,6-20,11000201100044;13001292500017,110002011;130012925,35;44,NAME:drfip 44;SIRET:11000201100044;SIRET:13001292500017,False,False,True,False,True,different_sirens
cci pau bearn,11,2,2,2,3,4,2020,2025,6-20,17640002600017;18640002400011,176400026;186400024,64;93,NAME:cci pau bearn;SIRET:17640002600017;SIRET:18640002400011,False,False,True,False,True,different_sirens
caisse des depots et consignations,8,2,2,2,3,2,2024,2025,6-20,17750005500013;18002002600019,177500055;180020026,49;75,NAME:caisse des depots et consignations;SIRET:17750005500013;SIRET:18002002600019,False,False,True,False,True,different_sirens
cour d appel de poitiers,8,2,2,2,3,5,2019,2025,6-20,17860004500011;53525892500036,178600045;535258925,17;86,NAME:cour d appel de poitiers;SIRET:17860004500011;SIRET:53525892500036,False,False,True,False,True,different_sirens
spl unitri,8,2,2,2,3,4,2019,2026,2-5,17350111500161;84801441100013,173501115;848014411,44;49,NAME:spl unitri;SIRET:17350111500161;SIRET:84801441100013,False,False,True,False,True,different_sirens
dgampa,7,2,2,2,3,3,2024,2026,2-5,13003001800019;17950702500015,130030018;179507025,75;92,NAME:dgampa;SIRET:13003001800019;SIRET:17950702500015,False,False,True,False,True,different_sirens
direction interdepartementale des routes ouest,7,2,2,2,3,2,2024,2025,21+,11000201100044;13000170400589,110002011;130001704,35;44,NAME:direction interdepartementale des routes ouest;SIRET:11000201100044;SIRET:13000170400589,True,False,True,False,True,different_sirens
drfip 35,7,2,2,2,3,4,2022,2026,2-5,11000201100044;13001493900016,110002011;130014939,22;35,NAME:drfip 35;SIRET:11000201100044;SIRET:13001493900016,False,False,True,False,True,different_sirens
lycee professionnel leonard de vinci,5,2,2,2,3,2,2018,2022,2-5,19530079300013;19791029200014,195300793;197910292,53;79,NAME:lycee professionnel leonard de vinci;SIRET:19530079300013;SIRET:19791029200014,False,False,True,False,True,different_sirens
cias du choletais,4,2,2,2,3,4,2022,2026,1 (single),20003163100019;31709924000044,200031631;317099240,44;49,NAME:cias du choletais;SIRET:20003163100019;SIRET:31709924000044,False,False,True,False,True,different_sirens
delegation interregionale grand-ouest,4,2,2,2,3,2,2023,2024,2-5,11000201100044;13000509300047,110002011;130005093,35;44,NAME:delegation interregionale grand-ouest;SIRET:11000201100044;SIRET:13000509300047,False,False,True,False,True,different_sirens
quimper bretagne occidentale,3,2,2,2,3,2,2024,2026,1 (single),17350005900014;20006812000019,173500059;200068120,22;29,NAME:quimper bretagne occidentale;SIRET:17350005900014;SIRET:20006812000019,False,False,True,False,True,different_sirens
ville d angers,704,2,2,1,3,11,2015,2025,21+,21490007800012;24490001500011,214900078;244900015,49,NAME:ville d angers;SIRET:21490007800012;SIRET:24490001500011,True,False,True,True,False,different_sirens
le mans metropole,581,2,2,1,3,12,2015,2026,21+,00311725051481;24720013200014,003117250;247200132,72,NAME:le mans metropole;SIRET:00311725051481;SIRET:24720013200014,False,False,True,True,False,different_sirens
semitan,578,2,2,1,3,12,2015,2026,21+,31468496000045;49561506346000,314684960;495615063,44,NAME:semitan;SIRET:31468496000045;SIRET:49561506346000,False,False,True,True,False,different_sirens
gpm de nantes - st nazaire,577,2,2,1,3,10,2015,2024,21+,77560485100041;77560485300041,775604851;775604853,44,NAME:gpm de nantes - st nazaire;SIRET:77560485100041;SIRET:77560485300041,False,False,True,True,False,different_sirens
commune de saint-herblain,523,2,2,1,3,10,2015,2024,21+,21440162200011;26440034200012,214401622;264400342,44,NAME:commune de saint-herblain;SIRET:21440162200011;SIRET:26440034200012,True,False,True,True,False,different_sirens
centre hospitalier de laval 53,471,2,2,1,3,7,2020,2026,21+,26530023600014;42882285200334,265300236;428822852,53,NAME:centre hospitalier de laval 53;SIRET:26530023600014;SIRET:42882285200334,True,False,True,True,False,different_sirens
cap atlantique,334,2,2,1,3,12,2015,2026,21+,24440061000055;25440273800028,244400610;254402738,44,NAME:cap atlantique;SIRET:24440061000055;SIRET:25440273800028,False,False,True,True,False,different_sirens
