source_notice_id,target_notice_id,edge_type,evidence,source_role,target_role,source_date,target_date,delay_days,same_buyer_key,same_cpv_clean,same_cpv_division,text_similarity
15-33892,15-90309,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-03-06,2015-06-12,98,True,True,True,
15-54693,15-92197,award_relationship,annonce_lie_or_annonces_anterieures,FOLLOW_UP,AWARD,2015-05-04,2015-06-16,43,True,True,True,
15-59301,15-92155,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-20,2015-06-17,58,True,True,True,
15-40945,15-84404,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-03-17,2015-06-03,78,True,False,False,
15-54305,15-99014,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-09,2015-06-26,78,True,False,False,
15-68015,15-84073,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2015-05-04,2015-06-02,29,True,True,True,
15-69189,15-84363,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2015-05-06,2015-06-03,28,True,True,True,
15-95237,15-96919,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2015-06-23,2015-06-24,1,True,True,True,
15-86218,15-95253,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2015-06-05,2015-06-22,17,True,True,True,
15-77648,15-82880,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2015-05-21,2015-06-01,11,True,False,False,
15-34626,15-92146,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-03-09,2015-06-16,99,True,True,True,
15-45507,15-88576,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-03-25,2015-06-11,78,True,True,True,
15-85930,15-96259,award_relationship,annonce_lie_or_annonces_anterieures,FOLLOW_UP,AWARD,2015-06-05,2015-06-23,18,True,True,True,
15-59082,15-96253,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-20,2015-06-24,65,True,True,True,
15-53044,15-96314,award_relationship,annonce_lie_or_annonces_anterieures,CORRECTION,AWARD,2015-04-08,2015-06-24,77,True,False,False,
15-31636,15-96314,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-03-23,2015-06-24,93,True,False,False,
15-101978,15-109756,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2015-07-02,2015-07-16,14,True,True,True,
15-115901,15-118606,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2015-07-27,2015-07-30,3,True,True,True,
15-110201,15-118132,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2015-07-20,2015-07-31,11,True,True,True,
15-116806,15-117738,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2015-07-28,2015-07-28,0,True,True,True,
15-102981,15-107978,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2015-07-06,2015-07-10,4,True,False,False,
15-38333,15-101473,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-03-13,2015-07-02,111,True,True,True,
15-101582,15-101473,award_relationship,annonce_lie_or_annonces_anterieures,CORRECTION,AWARD,2015-07-02,2015-07-02,0,True,True,True,
15-53758,15-107911,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-10,2015-07-10,91,True,True,True,
15-66668,15-101074,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-05-04,2015-07-13,70,True,True,True,
15-76637,15-113567,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-05-26,2015-07-22,57,True,True,True,
15-54059,15-114987,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-10,2015-07-24,105,True,True,True,
15-80728,15-118127,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-06-01,2015-07-29,58,True,True,True,
15-56022,15-118982,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-14,2015-07-30,107,True,True,True,
15-41022,15-99650,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-03-24,2015-07-21,119,True,False,False,
15-61396,15-102482,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-22,2015-07-03,72,True,True,True,
15-32576,15-103185,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-03-09,2015-07-07,120,True,True,True,
15-42360,15-105514,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-03-20,2015-07-10,112,True,True,True,
15-93000,15-109175,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-06-18,2015-07-15,27,True,True,True,
15-102524,15-109175,award_relationship,annonce_lie_or_annonces_anterieures,CANCELLATION,AWARD,2015-07-03,2015-07-15,12,True,False,False,
15-66546,15-112217,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-30,2015-07-20,81,True,False,False,
15-56095,15-112720,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-15,2015-07-21,97,True,True,True,
15-80385,15-114723,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-05-28,2015-07-23,56,True,True,True,
15-77984,15-116983,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-05-29,2015-07-28,60,True,True,True,
15-72679,15-117716,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-05-12,2015-07-29,78,True,False,False,
15-59761,15-118231,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-30,2015-07-30,91,True,True,True,
15-38333,15-101582,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2015-03-13,2015-07-02,111,True,True,True,
15-99058,15-103475,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2015-06-29,2015-07-03,4,True,True,True,
15-34552,15-106662,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2015-03-06,2015-07-09,125,True,True,True,
15-75964,15-106777,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2015-05-19,2015-07-09,51,True,True,True,
15-95237,15-109217,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2015-06-23,2015-07-15,22,True,True,True,
15-96919,15-109217,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CORRECTION,CORRECTION,2015-06-24,2015-07-15,21,True,True,True,
15-52741,15-101182,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-08,2015-07-02,85,True,True,True,
15-34863,15-80039,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-03-09,2015-07-06,119,True,True,True,
15-36440,15-104556,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-03-11,2015-07-07,118,True,True,True,
15-46388,15-109519,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-03-26,2015-07-15,111,True,True,True,
15-54892,15-112292,award_relationship,annonce_lie_or_annonces_anterieures,CORRECTION,AWARD,2015-04-10,2015-07-20,101,True,True,True,
15-43149,15-112292,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-03-20,2015-07-20,122,True,True,True,
15-84531,15-117314,award_relationship,annonce_lie_or_annonces_anterieures,AWARD,AWARD,2015-06-03,2015-07-28,55,True,True,True,
15-59364,15-118613,award_relationship,annonce_lie_or_annonces_anterieures,CORRECTION,AWARD,2015-04-17,2015-07-30,104,True,True,True,
15-45880,15-118613,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-03-26,2015-07-30,126,True,True,True,
15-49371,15-101372,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-01,2015-07-02,92,True,True,True,
15-63153,15-102824,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-27,2015-07-07,71,True,False,False,
15-71271,15-113172,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-05-11,2015-07-21,71,True,True,True,
15-58658,15-113306,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-16,2015-07-21,96,True,False,False,
15-75288,15-118515,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-05-18,2015-07-29,72,True,False,False,
15-100062,15-102407,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2015-07-01,2015-07-03,2,True,True,True,
15-101805,15-102407,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CORRECTION,CORRECTION,2015-07-02,2015-07-03,1,True,True,True,
15-115617,15-118654,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2015-07-27,2015-07-30,3,True,False,False,
15-93000,15-102524,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CANCELLATION,2015-06-18,2015-07-03,15,True,False,False,
15-56611,15-103011,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-15,2015-07-06,82,True,True,True,
15-31464,15-107845,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-03-02,2015-07-10,130,True,True,True,
15-31608,15-110410,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-03-03,2015-07-16,135,True,True,True,
15-34700,15-110579,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-03-09,2015-07-17,130,True,True,True,
15-49074,15-116659,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-01,2015-07-27,117,True,True,True,
15-57255,15-117233,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-15,2015-07-28,104,False,True,True,
15-31324,15-117254,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-03-03,2015-07-28,147,True,True,True,
15-52529,15-117401,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-16,2015-07-28,103,True,True,True,
15-34768,15-118064,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-03-06,2015-07-29,145,True,True,True,
15-71110,15-119112,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-05-11,2015-07-30,80,True,True,True,
15-65912,15-100201,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-29,2015-07-01,63,True,True,True,
15-42334,15-101001,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-03-19,2015-07-02,105,True,False,False,
15-86057,15-104478,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-06-05,2015-07-07,32,True,True,True,
15-66847,15-110934,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-05-05,2015-07-17,73,True,False,False,
15-89263,15-114816,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-06-12,2015-07-23,41,True,True,True,
15-79809,15-114954,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-05-27,2015-07-24,58,True,True,True,
15-71790,15-102608,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-05-07,2015-07-02,56,True,False,False,
15-66618,15-107591,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-29,2015-07-10,72,True,False,False,
15-84023,15-101245,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2015-06-03,2015-07-01,28,True,True,True,
15-101008,15-101245,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CORRECTION,CORRECTION,2015-07-01,2015-07-01,0,True,True,True,
15-100062,15-101805,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2015-07-01,2015-07-02,1,True,True,True,
15-74252,15-110958,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2015-05-15,2015-07-17,63,True,True,True,
15-101090,15-106879,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2015-07-01,2015-07-09,8,True,False,False,
15-109607,15-111296,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2015-07-15,2015-07-17,2,True,False,False,
15-53601,15-100102,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-10,2015-07-01,82,True,True,True,
15-43542,15-106266,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-03-24,2015-07-09,107,True,True,True,
15-106662,15-106661,award_relationship,annonce_lie_or_annonces_anterieures,CORRECTION,AWARD,2015-07-09,2015-07-10,1,True,True,True,
15-34552,15-106661,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-03-06,2015-07-10,126,True,True,True,
15-51380,15-100505,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-16,2015-07-10,85,True,True,True,
15-58519,15-110100,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-17,2015-07-16,90,True,True,True,
15-44999,15-111562,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-03-24,2015-07-20,118,True,True,True,
15-51144,15-111790,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-07,2015-07-20,104,True,True,True,
15-35480,15-112891,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-03-09,2015-07-21,134,True,True,True,
15-34138,15-114341,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-03-06,2015-07-23,139,True,True,True,
15-44795,15-115820,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-03-25,2015-07-24,121,True,True,True,
15-53338,15-116642,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-09,2015-07-27,109,True,True,True,
15-48406,15-119161,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-03-31,2015-07-30,121,True,True,True,
15-55263,15-119438,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-13,2015-07-31,109,True,True,True,
15-55875,15-100231,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-16,2015-07-01,76,True,True,True,
15-45169,15-101205,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-03-27,2015-07-02,97,True,True,True,
15-99337,15-102851,explicit_linked_notice,annonce_lie_or_annonces_anterieures,AWARD,CORRECTION,2015-06-30,2015-07-03,3,True,False,False,
15-47831,15-102851,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2015-03-31,2015-07-03,94,True,False,False,
15-43426,15-105416,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-03-23,2015-07-09,108,True,True,True,
15-54513,15-106391,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-13,2015-07-09,87,True,True,True,
15-82553,15-108727,award_relationship,annonce_lie_or_annonces_anterieures,FOLLOW_UP,AWARD,2015-06-01,2015-07-16,45,True,True,True,
15-53772,15-111548,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-10,2015-07-20,101,True,True,True,
15-72435,15-112395,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-05-11,2015-07-20,70,True,True,True,
15-88423,15-105532,award_relationship,annonce_lie_or_annonces_anterieures,FOLLOW_UP,AWARD,2015-06-15,2015-07-21,36,True,False,False,
15-97266,15-112520,award_relationship,annonce_lie_or_annonces_anterieures,FOLLOW_UP,AWARD,2015-06-26,2015-07-23,27,True,True,True,
15-82824,15-105981,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-06-02,2015-07-08,36,True,False,False,
15-29815,15-114701,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-03-16,2015-07-23,129,True,False,False,
15-90549,15-107491,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2015-06-15,2015-07-10,25,True,False,False,
15-59206,15-106550,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-17,2015-07-10,84,True,True,True,
15-35893,15-111057,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-03-11,2015-07-17,128,True,True,True,
15-48889,15-112847,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-03-31,2015-07-21,112,True,True,True,
15-46309,15-118333,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-03-26,2015-07-29,125,True,True,True,
15-51236,15-101715,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-03,2015-07-03,91,True,False,False,
15-65568,15-102693,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-29,2015-07-06,68,True,True,True,
15-67088,15-110401,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CORRECTION,FOLLOW_UP,2015-04-30,2015-07-17,78,True,False,False,
15-65383,15-110401,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,FOLLOW_UP,2015-04-29,2015-07-17,79,True,True,True,
15-61472,15-115521,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-22,2015-07-27,96,True,True,True,
15-60234,15-116242,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-21,2015-07-27,97,True,True,True,
15-49692,15-102932,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-01,2015-07-03,93,True,False,False,
15-47124,15-107392,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-03-27,2015-07-09,104,True,False,False,
15-99064,15-108743,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2015-06-29,2015-07-13,14,True,True,True,
15-60452,15-101696,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-20,2015-07-03,74,True,True,True,
15-47865,15-108102,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-01,2015-07-10,100,True,True,True,
15-40239,15-111302,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-03-23,2015-07-17,116,True,False,False,
15-56344,15-113883,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-14,2015-07-22,99,True,True,True,
15-77085,15-114824,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-06-01,2015-07-23,52,True,True,True,
15-45439,15-116239,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-03-25,2015-07-27,124,True,True,True,
15-57569,15-104001,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-20,2015-07-15,86,True,False,False,
15-51845,15-100380,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-07,2015-07-01,85,True,True,True,
15-39603,15-105782,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-03-19,2015-07-09,112,True,True,True,
15-46614,15-106431,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-03-30,2015-07-10,102,True,True,True,
15-68844,15-106431,award_relationship,annonce_lie_or_annonces_anterieures,CORRECTION,AWARD,2015-05-05,2015-07-10,66,True,True,True,
15-70809,15-109742,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-05-07,2015-07-17,71,True,True,True,
15-36664,15-111561,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-03-11,2015-07-20,131,True,True,True,
15-53434,15-113035,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-09,2015-07-21,103,True,True,True,
15-31247,15-116205,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-03-02,2015-07-27,147,True,True,True,
15-68770,15-116261,award_relationship,annonce_lie_or_annonces_anterieures,AWARD,AWARD,2015-05-04,2015-07-27,84,True,True,True,
