notice_id,buyer_key,cpv_clean,text_duplicate_group_id,group_size,n_unique_buyers_in_group,n_unique_cpv_in_group,objet_snippet
15-54914,NAME:conseil regional des pays de la loire,30230000,1056,2,1,1,assurer l'acquisition d'ordinateurs de type pc fixes pour les services de la rég
15-55263,SIRET:21720003900014,42921300,1057,2,1,1,location-maintenance de matériel de conditionnement pour la restauration municip
15-57717,NAME:ch le mans,42996500,1059,2,1,1,filtres à usage unique pour les points d'eau à risques pour le compte du ch au m
15-59425,NAME:conseil general de loire-atlantique,35120000,1060,2,1,1,"fourniture, pose et maintenance des équipements de sûreté des batiments du dépar"
15-59556,NAME:conseil general de loire-atlantique,35113400,1061,2,1,1,fourniture de gilets jaunes de sécurité destinés aux élèves transportés sur le r
15-55407,NAME:nantes metropole,79512000,1062,2,1,1,prestations de centre d'appels pour le dépannage et l'assistance informatique et
15-57192,NAME:commune des herbiers,79822500,1063,2,1,1,accord-cadre multi-attributaires pour la réalisation de supports de communicatio
15-61626,NAME:cc pays ne de la mer,45212212,1065,4,1,2,construction d'un espace aquatique d'une surface d'environ 1900m² hors locaux te
15-62880,NAME:nantes habitat,50341000,1067,2,1,1,maintenance préventive et corrective des installations de télévision et des para
15-65691,NAME:chu d angers,42716000,1068,2,1,1,"fourniture de matériel de pliage, convoyage et stockage de linge plat pour la bl"
15-52091,NAME:nantes metropole,,1073,2,1,0,extension du réseau d'assainissement d'eaux usées allée alphonse fillon à vertou
15-60234,NAME:ville du mans,45454100,1084,2,1,1,réfection des plafonds suspendus avec isolation thermique et travaux d'électrici
15-66546,NAME:nantes metropole,,1093,2,1,0,c2 - pont du cens - création d'un double quai bus sur les communes de nantes et 
15-62381,NAME:chu de nantes,60161000,115,2,1,1,prestations de transport au profit du chu à nantes
15-54305,NAME:commune de saint-nazaire,,1113,2,1,0,15s0020-acquisition de vetements de travail pour le groupement de commande ville
15-58658,NAME:ville du lion d angers,,1114,2,1,0,"mise en page, impression et régie publicitaire du bulletin municipal et ses supp"
15-58521,NAME:vendee eau,,1117,2,1,0,etude relative à la réutilisation des eaux usées traitées de la station d'épurat
15-66892,NAME:ville d allonnes,,1119,2,1,0,fourniture des colis de noël pour les seniors - année 2015
15-49074,SIRET:22850001300658,60112000,1131,2,1,1,services routiers de personnes assurant à titre principal et à l'intention des é
15-50011,NAME:commune de saint-barthelemy-d anjou,66510000,1133,2,1,1,souscription de différents contrats d'assurances au profit du groupement de comm
15-53466,NAME:conseil regional des pays de la loire,30192000,1138,2,1,1,acquisition de fournitures et de petits matériels de bureau pour les services de
15-54272,NAME:centre hospitalier de cholet,39550000,1139,2,1,1,fourniture d'articles de protection à usage unique pour le centre hospitalier de
15-54083,NAME:commune de saint-nazaire,19200000,1140,2,1,1,acquisition de vêtements logotés pour le compte de la commune à saint nazaire
15-52023,NAME:ville de nantes,39500000,1141,2,1,1,articles à usage unique utilisés pour répondre à certains problèmes liés à la dé
15-53965,NAME:ecole des mines de nantes,79400000,1142,2,1,1,prestation de conseil en organisation et accompagnement au changement dans le ca
15-56035,NAME:angers expo congres,79710000,1143,2,1,1,"prestations de sécurité, sûreté, contrôle et ronde de surveillance du parc des e"
15-56769,NAME:angers loire metropole,79711000,98,2,1,1,"télésurveillance et gestion des alarmes anti-intrusion, gardiennage et accueil d"
15-55893,NAME:sarthe habitat,90650000,1147,2,1,1,réalisation de mission de repérage amiante avant travaux lors des relocations su
15-49374,NAME:conseil general de la vendee,44190000,1155,2,1,1,fourniture et livraison de produits de voirie au profit du conseil général de la
15-51932,NAME:crous de nantes,45442100,1161,2,1,1,travaux d'entretien et de rénovation en peinture et revêtement de sols et plafon
15-56739,NAME:commune de parigne l eveque,45210000,1170,2,1,1,construction d'une salle d'arts martiaux à parigné l'evêque
15-55875,NAME:carene,45233290,1172,2,1,1,"travaux de signalisation verticale, horizontale et de signalétique de parc d'act"
15-61472,NAME:sdis 49,64200000,1177,2,1,1,fourniture de services de télécommunications d'accès internet fiabilisés et de s
15-65837,NAME:universite de nantes,45000000,1188,2,1,1,travaux de réhabilitation des amphithéâtres d et e à l 'ufr des sciences et des 
15-59761,NAME:com communes du pays d ancenis,42962100,1190,2,1,1,renouvellement des systèmes d'impression de la compa à ancenis
15-63601,NAME:commune de saint-nazaire,92332000,1211,2,1,1,délégation de service public simplifiée pour l'exploitation d'un club de plage s
15-50278,NAME:cte de cnes ocean-marais de monts,,1215,2,1,0,fourniture et installation d'une solution de gestion des autorisations du droit 
15-67585,NAME:cesame - ch de sainte gemmes sur loire,,1235,2,1,0,remplacement de 3 armoires générales de distributionélectrique à ste gemmes sur 
15-48409,NAME:commune de saint-nazaire,75231240,1237,2,1,1,services de qualification et d'insertion professionnelles - entretien et nettoya
15-49953,NAME:centre hospitalier de saumur,90900000,1238,2,1,1,entretien et nettoyage des locaux à saumur
15-54001,SIRET:23440003400026,51000000,1242,2,1,1,installation de la signalétique promotionnelle et évènementielle de la région de
15-53601,NAME:ville de mayenne,60130000,1243,2,1,1,transport urbain collectif de la ville à mayenne
15-55062,NAME:ville de pornichet,90680000,1245,2,1,1,nettoyage des plages à pornichet
15-55415,NAME:sarthe habitat,64210000,1248,2,1,1,services de télécommunications relatifs à la téléphonie fixe et mobile et au rés
15-57438,NAME:c h s de la sarthe,39222000,1250,3,1,1,fourniture de barquettes et films alimentaires à allonnes
15-59811,NAME:conseil regional des pays de la loire,30221000,1254,2,1,1,géoréférencement du cadastre napoléonien en région des pays de la loire à nantes
15-56484,NAME:societe loire atlantique developpement,71200000,1256,2,1,1,marché de maîtrise d'oeuvre globale pour l'aménagement de la zac boucardière à m
15-58733,NAME:cte cnes du pays de challans,15894200,1257,2,1,1,fourniture de repas en liaison froide à challans
15-61644,SIRET:25720053500017,45232150,1258,2,1,1,"renouvellement, renforcement de réseau d'eau potable à pontvallain"
15-63540,NAME:centre hospitalier cote de lumiere,90524400,806,2,1,1,"collecte, transport, et traitement des déchets non dasri aux sables d'olonne"
15-65092,SIRET:21720124300011,55523100,1260,2,1,1,confection des repas au restaurant scolaire à ecommoy
15-48257,NAME:commune de saint-barthelemy-d anjou,45212221,1262,3,1,1,création d'un terrain de football en gazon synthétique au complexe sportif des a
15-49343,NAME:sdis 85,50000000,1263,2,1,1,"maintenance des portes sectionnelles, des rideaux métalliques et des portails co"
15-49377,SIRET:22850001300658,79800000,1285,5,1,2,impression et conditionnement du journal d'information du département de la vend
15-57569,NAME:prefecture de la vendee,,1310,2,1,0,mise en conformité et rénovation d'un ascenseur au cfip des sables d'olonne à ch
15-67419,NAME:commune de dreux,,1315,2,2,1,maintenance des installations électriques
15-67852,NAME:centre hospitalier de chateaubriant,,1317,5,4,2,fournitures de denrées alimentaires
15-67087,NAME:universite d angers,,784,3,1,1,fourniture de hottes à flux laminaire horizontal pour le campus du végétal à bea
15-49980,NAME:nantes metropole,44163100,1321,2,1,1,"acquisition de tubes, raccords et profilés en plastique à l'usage de différents "
15-50402,NAME:commune de challans,50720000,1322,2,1,1,"exploitation de chauffage - ecs - traitement d'air - climatisation et vmc, maint"
15-32036,NAME:ville de la roche-sur-yon,71240000,1324,2,1,1,mission d'assistance à maîtrise d'ouvrage pour la programmation urbaine et la co
15-52011,NAME:syndicat departemental d energie,31682000,1325,2,1,1,acheminement et la fourniture d'électricité pour les points de livraison des mem
15-53173,NAME:hopital du baugeois et de la vallee,60100000,1326,2,1,1,prestation de transports sanitaires terrestres et de transports de produits sang
15-54149,NAME:chu de nantes,42912310,1327,2,1,1,fourniture de filtres terminaux à eau à usage unique pour réseaux d'eau pour le 
15-52580,NAME:ville de cholet,66512000,1328,2,1,1,groupement de commandes - marché d'assurances ' risques statutaires ' à cholet
15-54178,SIRET:22850001300658,45233221,1329,2,1,1,"travaux de signalisation horizontale, via des produits de marquage, du revêtemen"
15-46280,NAME:syndicat trivalis,90500000,1330,2,1,1,prise en charge et transport et déchargement de déchets entre les équipements ap
15-54322,NAME:office public de l habitat,71200000,1331,2,1,1,marché de maîtrise d'oeuvre pour la construction de 70 logements collectifs loca
15-55247,SIRET:05820153400078,50531200,1332,2,1,1,"contrat d'exploitation des chaudières individuelles gaz et vmc gaz, pompes à cha"
15-56022,SIRET:22720002900014,50720000,1334,2,1,1,"marché d'exploitation des installations neuves de chauffage, ventilation, pour l"
15-51380,NAME:commune de saint-barthelemy-d anjou,55523100,1336,2,1,1,"fourniture, confection et livraison de repas en liaison froide sur les différent"
15-56659,NAME:office public de l habitat,71317200,1337,2,1,1,mission de coordination sécurité et protection de la santé de niveaux ii et iii 
15-60559,NAME:c h s de la sarthe,39222000,1250,3,1,1,fourniture de barquettes et films alimentaires à allonnes
15-62320,NAME:commune de saint-herblain,22111000,1340,2,1,1,acquisition de livres scolaires et de compléments didactiques pour les écoles pu
15-65812,NAME:cci de maine et loire,77310000,1341,2,1,1,prestation d'entretien des espaces verts à angers
15-59783,NAME:conseil regional des pays de la loire,34328100,1357,2,1,1,acquisition d'équipements pédagogiques liés à la restructuration des ateliers du
15-62303,NAME:conseil general de la vendee,45233120,1363,2,1,1,"aménagement d'une nouvelle voie à la charreau-pineau, rd 38, à barbatre"
15-50024,NAME:vendee eau,35261000,1366,2,1,1,fourniture et pose de supports signalétiques pour les usines de production d'eau
15-56476,NAME:ademe,,1367,2,1,0,réalisation d'une étude sur la géothermie très basse énergie afin de redynamiser
15-63153,NAME:vendee eau,45421000,1368,2,1,1,travaux d'aménagement scénographique du château d'eau d'apremont
15-65742,NAME:ville du mans,32342410,1373,2,1,1,matériel de sonorisation et accessoires de scène pour le compte de la ville au m
15-52293,NAME:ville d avrille,77314000,1375,5,3,2,prestations de maintenance des espaces verts de la ville d'avrillé
15-50675,NAME:conseil regional des pays de la loire,,1385,2,1,0,coordination et animation d'un réseau d'accès et de défense des droits en pays d
15-55977,NAME:ecole des mines de nantes,,1393,2,1,0,fourniture d'équipements de connexion wifi pour l'ecole des mines de nantes.
15-62479,NAME:conseil regional des pays de la loire,,1398,2,1,0,organisation de l'inauguration de la réouverture de la ligne nantes - st gilles 
15-66778,NAME:commune la suze sur sarthe,,1401,2,1,0,aménagement de parking rue de la halle
15-51573,NAME:commune de saint-nazaire,92332000,1211,2,1,1,délégation de service public simplifiée pour l'exploitation d'un club de plage s
15-67810,NAME:hopital evron,66510000,1407,2,1,1,souscription de différents contrats d'assurances au profit de l'hôpital à evron
15-70809,NAME:cg49,45233220,1408,2,1,1,renforcement en enrobés - programme complémentaire 2015 sur le territoire de la 
15-69322,NAME:conseil general de la mayenne,60112000,1409,2,1,1,transport scolaire par autocars pour le compte du conseil général de la mayenne
15-71084,NAME:syndicat departemental d energie,71631400,1410,2,1,1,contrôle technique des ouvrages neufs des réseaux publics d'électricité pour le 
15-54078,NAME:nantes habitat,64212000,1412,2,1,1,"services de télécommunications pour les besoins de nantes habitat, à nantes"
15-74623,NAME:pole sante sarthe et loire,39830000,1413,2,1,1,fourniture de produits d'entretien et de boites à aiguilles pour le centre hospi
15-75201,NAME:ville d orvault,66515200,1414,3,2,2,marché de service relatif à la prestation d'assurance pour les besoins de la vil
15-79089,SIRET:21440116800015,55524000,1417,2,1,1,fourniture de repas de midi au restaurant scolaire municipal de la commune à pai
15-79741,SIRET:21490248800011,71240000,1419,2,1,1,maîtrise d'oeuvre urbaine et opérationnelle à pouance
15-81232,NAME:nantes metropole,50110000,1420,4,2,1,"fourniture et réparation de flexibles de curage d'égouts, de tuyaux d'aspiration"
15-69336,NAME:conseil general de loire-atlantique,44512000,1423,2,1,1,fourniture et livraison d'outillages et d'accessoires d'outillage à saint-herbla
15-70943,NAME:le mans metropole - communaute urbaine,45233141,1426,2,1,1,"restructuration de la voie, rue des frères-renault, à la chapelle-saint-aubin"
15-79809,NAME:ville d ancenis,38343000,1438,2,1,1,"fourniture, confection et service de repas pour les personnes âgées, et activité"
15-80385,NAME:i f c e,03114100,1441,2,1,1,"fourniture de paille, école nationale d'équitation, à saumur"
15-61558,NAME:cte de cnes ocean-marais de monts,,256,2,1,0,entretien de voiries intercommunales à saint-jean-de-monts cedex
15-71502,NAME:universite d angers,,255,2,1,0,location et installation d'équipements pour la transformation ponctuelle de deux
15-76814,NAME:ville de coulaines,77310000,1482,2,1,1,entretien des espaces verts de la ville de coulaines
15-69071,SIRET:21440158000011,66510000,1487,2,1,1,souscription des contrats d'assurance pour la commune de saint etienne de montlu
15-71016,NAME:ville du chateau d olonne,90611000,1489,2,1,1,travaux de voirie au château d'olonne
