notice_family_id,notice_id,publication_date,lifecycle_role,schema_family,first_call_date,delay_days
NF006513,16-72106,2016-05-19,CORRECTION,LEGACY,2016-05-11,8
NF006314,16-73142,2016-05-20,CORRECTION,LEGACY,2016-04-27,23
NF006344,16-73668,2016-05-23,CORRECTION,LEGACY,2016-04-29,24
NF002584,16-74290,2016-05-26,CORRECTION,LEGACY,2015-07-13,318
NF006280,16-70307,2016-05-17,CORRECTION,LEGACY,2016-04-25,22
NF006745,16-75815,2016-05-25,CORRECTION,LEGACY,2016-05-23,2
NF006686,16-77353,2016-05-30,CORRECTION,LEGACY,2016-05-02,28
NF006346,16-65261,2016-05-04,CORRECTION,LEGACY,2016-04-01,33
NF006211,16-69813,2016-05-13,CORRECTION,LEGACY,2016-04-28,15
NF006186,16-73414,2016-05-23,CORRECTION,LEGACY,2016-04-23,30
NF006296,16-64790,2016-05-03,CORRECTION,LEGACY,2016-04-27,6
NF006709,16-69318,2016-05-13,CANCELLATION,LEGACY,2016-05-02,11
NF006732,16-76539,2016-05-26,CORRECTION,LEGACY,2016-05-02,24
NF006415,16-62300,2016-05-02,CORRECTION,LEGACY,2016-04-17,15
NF006340,16-63369,2016-05-02,CORRECTION,LEGACY,2016-04-21,11
NF006260,16-70928,2016-05-17,CORRECTION,LEGACY,2016-04-29,18
NF006732,16-65284,2016-05-11,CORRECTION,LEGACY,2016-05-02,9
NF006813,16-71715,2016-05-18,CORRECTION,LEGACY,2016-05-02,16
NF006877,16-77171,2016-05-27,CANCELLATION,LEGACY,2016-05-23,4
NF005696,16-65114,2016-05-07,CORRECTION,LEGACY,2016-03-29,39
NF006267,16-65335,2016-05-12,CORRECTION,LEGACY,2016-04-28,14
NF006627,16-72549,2016-05-22,CORRECTION,LEGACY,2016-05-02,20
NF006402,16-69157,2016-05-12,CORRECTION,LEGACY,2016-04-19,23
NF006186,16-65171,2016-05-07,CORRECTION,LEGACY,2016-04-23,14
NF006686,16-65559,2016-05-07,CORRECTION,LEGACY,2016-05-02,5
NF006294,16-63664,2016-05-02,CORRECTION,LEGACY,2016-04-20,12
NF006508,16-68272,2016-05-11,CORRECTION,LEGACY,2016-05-04,7
NF006441,16-64870,2016-05-04,CORRECTION,LEGACY,2016-04-29,5
NF006695,16-71752,2016-05-21,CORRECTION,LEGACY,2016-05-14,7
NF006405,16-64803,2016-05-03,CORRECTION,LEGACY,2016-04-28,5
NF006458,16-73159,2016-05-23,CORRECTION,LEGACY,2016-04-17,36
NF006238,16-65343,2016-05-04,CORRECTION,LEGACY,2016-04-20,14
NF006507,16-69827,2016-05-13,CORRECTION,LEGACY,2016-05-03,10
NF006516,16-76784,2016-05-26,CORRECTION,LEGACY,2016-05-13,13
NF006841,16-79015,2016-05-31,CORRECTION,LEGACY,2016-05-12,19
NF006931,16-81173,2016-06-02,CORRECTION,LEGACY,2016-05-17,16
NF007147,16-89861,2016-06-19,CORRECTION,LEGACY,2016-06-10,9
NF007323,16-90174,2016-06-17,CORRECTION,LEGACY,2016-06-03,14
NF006743,16-81816,2016-06-03,CORRECTION,LEGACY,2016-05-23,11
NF007046,16-92291,2016-06-22,CORRECTION,LEGACY,2016-06-06,16
NF007081,16-85659,2016-06-12,CORRECTION,LEGACY,2016-06-08,4
NF007293,16-86617,2016-06-16,CORRECTION,LEGACY,2016-06-11,5
NF007206,16-92987,2016-06-25,CORRECTION,LEGACY,2016-06-17,8
NF007318,16-88538,2016-06-15,CORRECTION,LEGACY,2016-06-14,1
NF007231,16-87615,2016-06-14,CORRECTION,LEGACY,2016-06-03,11
NF007468,16-93479,2016-06-23,CORRECTION,LEGACY,2016-06-20,3
NF006644,16-79541,2016-06-03,CORRECTION,LEGACY,2016-05-30,4
NF006183,16-82697,2016-06-06,CORRECTION,LEGACY,2016-04-25,42
NF006531,16-87188,2016-06-14,CORRECTION,LEGACY,2016-05-30,15
NF006942,16-85476,2016-06-11,CORRECTION,LEGACY,2016-05-17,25
NF007208,16-90716,2016-06-24,CORRECTION,LEGACY,2016-06-19,5
NF006983,16-97913,2016-06-30,CORRECTION,LEGACY,2016-06-16,14
NF007233,16-85000,2016-06-09,CORRECTION,LEGACY,2016-06-06,3
NF007119,16-96647,2016-06-29,CORRECTION,LEGACY,2016-06-13,16
NF007144,16-92570,2016-06-24,CORRECTION,LEGACY,2016-06-08,16
NF007139,16-83574,2016-06-10,CORRECTION,LEGACY,2016-06-06,4
NF007197,16-86072,2016-06-12,CORRECTION,LEGACY,2016-06-03,9
NF006553,16-82857,2016-06-06,CORRECTION,LEGACY,2016-05-24,13
NF007355,16-90637,2016-06-20,CORRECTION,LEGACY,2016-06-13,7
NF007469,16-93687,2016-06-24,CORRECTION,LEGACY,2016-06-21,3
NF006778,16-81783,2016-06-05,CORRECTION,LEGACY,2016-05-30,6
NF006942,16-82140,2016-06-05,CORRECTION,LEGACY,2016-05-17,19
NF007288,16-95249,2016-06-29,CORRECTION,LEGACY,2016-06-04,25
NF007417,16-84232,2016-06-08,CORRECTION,LEGACY,2016-06-06,2
NF006723,16-88453,2016-06-15,CORRECTION,LEGACY,2016-05-27,19
NF006567,16-81231,2016-06-04,CORRECTION,LEGACY,2016-05-07,28
NF007445,16-85946,2016-06-12,CORRECTION,LEGACY,2016-06-08,4
NF006766,16-94719,2016-06-29,CORRECTION,LEGACY,2016-05-19,41
NF007044,16-82799,2016-06-06,CORRECTION,LEGACY,2016-06-06,0
NF007326,16-84940,2016-06-09,CORRECTION,LEGACY,2016-06-08,1
NF007242,16-96506,2016-06-29,CORRECTION,LEGACY,2016-06-16,13
NF006372,16-111578,2016-07-27,CORRECTION,LEGACY,2016-04-18,100
NF007153,16-96385,2016-07-01,CORRECTION,LEGACY,2016-06-23,8
NF007293,16-96624,2016-07-01,CORRECTION,LEGACY,2016-06-11,20
NF007468,16-103082,2016-07-11,CORRECTION,LEGACY,2016-06-20,21
NF007569,16-112491,2016-07-26,CORRECTION,LEGACY,2016-07-11,15
NF007875,16-110055,2016-07-24,CORRECTION,LEGACY,2016-07-06,18
NF007009,16-110170,2016-07-22,CANCELLATION,LEGACY,2016-06-01,51
NF007531,16-113533,2016-07-28,CORRECTION,LEGACY,2016-07-27,1
NF007173,16-98497,2016-07-04,CORRECTION,LEGACY,2016-06-09,25
NF007451,16-111244,2016-07-27,CORRECTION,LEGACY,2016-06-19,38
NF007226,16-102147,2016-07-07,CORRECTION,LEGACY,2016-06-24,13
NF007465,16-103068,2016-07-11,CORRECTION,LEGACY,2016-06-09,32
NF007730,16-105583,2016-07-13,CORRECTION,LEGACY,2016-07-12,1
NF007758,16-113609,2016-07-28,CORRECTION,LEGACY,2016-07-04,24
NF007567,16-114713,2016-07-29,CORRECTION,LEGACY,2016-07-08,21
NF007939,16-108630,2016-07-22,CORRECTION,LEGACY,2016-07-08,14
NF007833,16-112742,2016-07-27,CORRECTION,LEGACY,2016-07-24,3
NF007120,16-98106,2016-07-01,CORRECTION,LEGACY,2016-06-13,18
NF007779,16-102501,2016-07-08,CORRECTION,LEGACY,2016-07-01,7
NF007436,16-108742,2016-07-20,CORRECTION,LEGACY,2016-06-29,21
NF007454,16-99069,2016-07-06,CORRECTION,LEGACY,2016-06-24,12
NF007304,16-102879,2016-07-10,CORRECTION,LEGACY,2016-06-30,10
NF007714,16-100732,2016-07-06,CORRECTION,LEGACY,2016-07-05,1
NF007183,16-101601,2016-07-07,CORRECTION,LEGACY,2016-06-20,17
NF007827,16-102499,2016-07-08,CORRECTION,LEGACY,2016-07-04,4
NF007593,16-107837,2016-07-24,CORRECTION,LEGACY,2016-07-13,11
NF007453,16-111722,2016-07-27,CORRECTION,LEGACY,2016-06-24,33
NF007371,16-99248,2016-07-04,CORRECTION,LEGACY,2016-06-27,7
NF007818,16-106544,2016-07-15,CORRECTION,LEGACY,2016-07-08,7
NF007321,16-98427,2016-07-01,CORRECTION,LEGACY,2016-06-17,14
NF007169,16-99385,2016-07-04,CORRECTION,LEGACY,2016-06-22,12
NF007224,16-100130,2016-07-05,CORRECTION,LEGACY,2016-06-23,12
NF007588,16-101132,2016-07-08,CORRECTION,LEGACY,2016-07-04,4
NF007703,16-103953,2016-07-14,CORRECTION,LEGACY,2016-07-09,5
NF007353,16-98171,2016-07-01,CORRECTION,LEGACY,2016-06-10,21
NF007945,16-121087,2016-08-14,CORRECTION,LEGACY,2016-07-25,20
NF008014,16-124459,2016-08-23,CORRECTION,LEGACY,2016-08-23,0
NF007853,16-119928,2016-08-12,CORRECTION,LEGACY,2016-07-30,13
NF007521,16-119354,2016-08-09,CORRECTION,LEGACY,2016-07-15,25
NF008100,16-127874,2016-08-31,CORRECTION,LEGACY,2016-08-02,29
NF007562,16-118611,2016-08-08,CORRECTION,LEGACY,2016-07-07,32
NF007477,16-118476,2016-08-05,CORRECTION,LEGACY,2016-06-30,36
NF008127,16-127515,2016-08-31,CORRECTION,LEGACY,2016-08-19,12
NF007546,16-119016,2016-08-10,CORRECTION,LEGACY,2016-07-21,20
NF007881,16-124549,2016-08-26,CORRECTION,LEGACY,2016-07-11,46
NF008041,16-120973,2016-08-12,CORRECTION,LEGACY,2016-08-08,4
NF008103,16-127505,2016-08-31,CORRECTION,LEGACY,2016-08-19,12
NF007544,16-122353,2016-08-25,CORRECTION,LEGACY,2016-07-15,41
NF007767,16-124619,2016-08-26,CORRECTION,LEGACY,2016-07-08,49
NF007754,16-126021,2016-08-28,CORRECTION,LEGACY,2016-07-28,31
NF008410,16-133107,2016-09-12,CANCELLATION,LEGACY,2016-09-09,3
NF008163,16-127204,2016-09-01,CORRECTION,LEGACY,2016-08-11,21
NF008085,16-130144,2016-09-08,CORRECTION,LEGACY,2016-08-20,19
NF008292,16-133512,2016-09-13,CORRECTION,LEGACY,2016-08-07,37
NF008348,16-139315,2016-09-25,CORRECTION,LEGACY,2016-09-15,10
NF008375,16-137769,2016-09-21,CORRECTION,LEGACY,2016-09-09,12
NF008123,16-137690,2016-09-21,CORRECTION,LEGACY,2016-08-05,47
NF008292,16-131111,2016-09-09,CORRECTION,LEGACY,2016-08-07,33
NF008397,16-135713,2016-09-18,CORRECTION,LEGACY,2016-09-14,4
NF008112,16-138779,2016-09-24,CORRECTION,LEGACY,2016-08-31,24
NF007964,16-139648,2016-09-25,CORRECTION,LEGACY,2016-08-22,34
NF008196,16-140480,2016-09-29,CORRECTION,LEGACY,2016-09-24,5
NF008012,16-135624,2016-09-16,CORRECTION,LEGACY,2016-08-18,29
NF007726,16-136806,2016-09-19,CORRECTION,LEGACY,2016-07-08,73
NF007973,16-137375,2016-09-20,CORRECTION,LEGACY,2016-08-25,26
NF008113,16-128104,2016-09-03,CORRECTION,LEGACY,2016-08-31,3
NF007623,16-135179,2016-09-16,CORRECTION,LEGACY,2016-07-19,59
NF006372,16-137618,2016-09-22,CORRECTION,LEGACY,2016-04-18,157
NF008350,16-138985,2016-09-25,CORRECTION,LEGACY,2016-09-21,4
NF008464,16-139765,2016-09-28,CORRECTION,LEGACY,2016-09-23,5
NF008520,16-133927,2016-09-13,CANCELLATION,LEGACY,2016-09-05,8
NF008205,16-130118,2016-09-06,CANCELLATION,LEGACY,2016-09-02,4
NF008163,16-131538,2016-09-10,CORRECTION,LEGACY,2016-08-11,30
NF008025,16-136850,2016-09-22,CORRECTION,LEGACY,2016-08-27,26
NF008453,16-134058,2016-09-15,CORRECTION,LEGACY,2016-09-02,13
NF008169,16-140948,2016-09-29,CORRECTION,LEGACY,2016-08-31,29
NF008124,16-135651,2016-09-16,CORRECTION,LEGACY,2016-08-09,38
NF007624,16-136425,2016-09-19,CORRECTION,LEGACY,2016-07-25,56
NF008333,16-139618,2016-09-23,CORRECTION,LEGACY,2016-09-07,16
NF008034,16-141865,2016-09-29,CANCELLATION,LEGACY,2016-08-26,34
NF008151,16-131040,2016-09-07,CORRECTION,LEGACY,2016-08-12,26
NF008372,16-133338,2016-09-13,CORRECTION,LEGACY,2016-09-07,6
NF008371,16-133347,2016-09-13,CORRECTION,LEGACY,2016-09-07,6
NF007192,16-133646,2016-09-13,CORRECTION,LEGACY,2016-06-28,77
NF008085,16-139714,2016-09-27,CORRECTION,LEGACY,2016-08-20,38
NF008511,16-144571,2016-10-04,CORRECTION,LEGACY,2016-09-19,15
NF008732,16-157800,2016-10-27,CORRECTION,LEGACY,2016-10-14,13
NF008947,16-156714,2016-10-28,CORRECTION,LEGACY,2016-10-20,8
NF008688,16-155715,2016-10-25,CORRECTION,LEGACY,2016-10-11,14
NF008677,16-145819,2016-10-06,CORRECTION,LEGACY,2016-10-05,1
NF008677,16-156161,2016-10-25,CORRECTION,LEGACY,2016-10-05,20
NF008882,16-158186,2016-10-28,CORRECTION,LEGACY,2016-10-10,18
NF008399,16-142648,2016-10-02,CORRECTION,LEGACY,2016-09-21,11
NF008455,16-142809,2016-10-02,CORRECTION,LEGACY,2016-09-09,23
NF008199,16-150784,2016-10-19,CORRECTION,LEGACY,2016-09-26,23
NF008750,16-156130,2016-10-27,CORRECTION,LEGACY,2016-10-13,14
NF008884,16-149084,2016-10-13,CORRECTION,LEGACY,2016-10-12,1
NF008451,16-151875,2016-10-18,CORRECTION,LEGACY,2016-09-26,22
NF008452,16-156804,2016-10-26,CORRECTION,LEGACY,2016-09-27,29
NF008490,16-143721,2016-10-05,CORRECTION,LEGACY,2016-09-29,6
NF008473,16-151386,2016-10-19,CORRECTION,LEGACY,2016-09-07,42
NF008937,16-152422,2016-10-20,CORRECTION,LEGACY,2016-10-15,5
NF008669,16-154205,2016-10-26,CORRECTION,LEGACY,2016-10-19,7
NF008961,16-147819,2016-10-11,CANCELLATION,LEGACY,2016-10-04,7
NF008831,16-144086,2016-10-06,CORRECTION,LEGACY,2016-10-01,5
NF008861,16-151775,2016-10-20,CORRECTION,LEGACY,2016-10-14,6
NF008685,16-150310,2016-10-14,CORRECTION,LEGACY,2016-10-11,3
NF008537,16-151233,2016-10-17,CORRECTION,LEGACY,2016-09-23,24
NF008962,16-155219,2016-10-24,CORRECTION,LEGACY,2016-10-04,20
NF008342,16-148504,2016-10-12,CORRECTION,LEGACY,2016-09-22,20
NF008748,16-149302,2016-10-15,CORRECTION,LEGACY,2016-10-08,7
NF008712,16-157558,2016-10-29,CORRECTION,LEGACY,2016-10-19,10
NF008560,16-155594,2016-10-27,CORRECTION,LEGACY,2016-09-28,29
NF008978,16-144458,2016-10-05,CORRECTION,LEGACY,2016-10-03,2
NF008752,16-152439,2016-10-21,CORRECTION,LEGACY,2016-10-16,5
NF008428,16-149600,2016-10-13,CORRECTION,LEGACY,2016-09-20,23
NF008851,16-153915,2016-10-20,CORRECTION,LEGACY,2016-10-04,16
NF008963,16-154098,2016-10-24,CORRECTION,LEGACY,2016-10-06,18
NF008732,16-157817,2016-10-27,CORRECTION,LEGACY,2016-10-14,13
NF008199,16-154202,2016-10-26,CORRECTION,LEGACY,2016-09-26,30
NF009020,16-160197,2016-11-06,CORRECTION,LEGACY,2016-10-26,11
NF009194,16-165821,2016-11-19,CORRECTION,LEGACY,2016-11-10,9
NF009279,16-167131,2016-11-20,CORRECTION,LEGACY,2016-11-17,3
NF008861,16-170397,2016-11-27,CORRECTION,LEGACY,2016-10-14,44
NF009240,16-163839,2016-11-13,CORRECTION,LEGACY,2016-05-29,168
NF008823,16-162634,2016-11-09,CORRECTION,LEGACY,2016-10-26,14
NF009055,16-166902,2016-11-18,CORRECTION,LEGACY,2016-11-17,1
NF008801,16-160086,2016-11-04,CORRECTION,LEGACY,2016-10-19,16
NF008737,16-161847,2016-11-08,CORRECTION,LEGACY,2016-10-28,11
NF008826,16-162504,2016-11-09,CORRECTION,LEGACY,2016-10-27,13
NF009236,16-171808,2016-11-29,CORRECTION,LEGACY,2016-11-25,4
NF009212,16-169971,2016-11-26,CORRECTION,LEGACY,2016-11-09,17
NF009215,16-170398,2016-11-27,CORRECTION,LEGACY,2016-11-11,16
NF009258,16-163885,2016-11-14,CORRECTION,LEGACY,2016-11-10,4
NF009039,16-164296,2016-11-16,CORRECTION,LEGACY,2016-11-10,6
NF007991,16-123375,2016-11-25,CORRECTION,LEGACY,2016-08-13,104
NF009020,16-161856,2016-11-18,CORRECTION,LEGACY,2016-10-26,23
NF008876,16-166236,2016-11-19,CORRECTION,LEGACY,2016-10-27,23
NF008957,16-171328,2016-11-30,CORRECTION,LEGACY,2016-10-30,31
NF008811,16-161090,2016-11-07,CORRECTION,LEGACY,2016-10-13,25
NF009322,16-170034,2016-11-24,CANCELLATION,LEGACY,2016-11-23,1
NF009082,16-167622,2016-11-21,CORRECTION,LEGACY,2016-11-15,6
NF008945,16-169484,2016-11-26,CORRECTION,LEGACY,2016-10-20,37
NF008674,16-169767,2016-11-26,CORRECTION,LEGACY,2016-10-29,28
NF009336,16-169991,2016-11-26,CORRECTION,LEGACY,2016-11-09,17
NF008801,16-162427,2016-11-09,CORRECTION,LEGACY,2016-10-19,21
NF008671,16-161615,2016-11-10,CORRECTION,LEGACY,2016-10-26,15
NF009214,16-166109,2016-11-19,CORRECTION,LEGACY,2016-11-11,8
NF009092,16-171512,2016-11-29,CORRECTION,LEGACY,2016-11-28,1
NF008673,16-160357,2016-11-06,CORRECTION,LEGACY,2016-10-27,10
NF008861,16-168380,2016-11-24,CORRECTION,LEGACY,2016-10-14,41
NF009044,16-170468,2016-11-27,CORRECTION,LEGACY,2016-11-24,3
NF008737,16-163377,2016-11-10,CORRECTION,LEGACY,2016-10-28,13
NF009175,16-174137,2016-12-05,CORRECTION,LEGACY,2016-11-16,19
NF008951,16-171516,2016-12-01,CORRECTION,LEGACY,2016-10-26,36
NF009513,16-179998,2016-12-18,CORRECTION,LEGACY,2016-12-04,14
NF009681,16-181759,2016-12-22,CORRECTION,LEGACY,2016-12-17,5
NF009567,16-184073,2016-12-25,CORRECTION,LEGACY,2016-12-21,4
NF009228,16-173379,2016-12-02,CORRECTION,LEGACY,2016-11-08,24
NF009151,16-172281,2016-12-02,CORRECTION,LEGACY,2016-11-09,23
NF009383,16-182909,2016-12-23,CORRECTION,LEGACY,2016-12-21,2
NF008182,16-180502,2016-12-16,CANCELLATION,LEGACY,2016-09-28,79
NF009662,16-186107,2016-12-30,CORRECTION,LEGACY,2016-12-01,29
NF008719,16-171800,2016-12-01,CORRECTION,LEGACY,2016-10-26,36
NF009337,16-177715,2016-12-14,CORRECTION,LEGACY,2016-11-11,33
NF009407,16-180764,2016-12-16,CORRECTION,LEGACY,2016-12-01,15
NF009060,16-183197,2016-12-21,CORRECTION,LEGACY,2016-11-28,23
NF009503,16-179460,2016-12-17,CORRECTION,LEGACY,2016-12-01,16
NF009374,16-179695,2016-12-17,CORRECTION,LEGACY,2016-12-04,13
NF009557,16-181120,2016-12-21,CORRECTION,LEGACY,2016-12-10,11
NF009596,16-182817,2016-12-23,CORRECTION,LEGACY,2016-12-08,15
NF009092,16-172921,2016-12-01,CORRECTION,LEGACY,2016-11-28,3
NF009610,16-173383,2016-12-02,CANCELLATION,LEGACY,2016-10-28,35
NF009459,16-175009,2016-12-06,CORRECTION,LEGACY,2016-12-01,5
NF009538,16-180201,2016-12-16,CORRECTION,LEGACY,2016-12-15,1
NF009507,16-174107,2016-12-07,CORRECTION,LEGACY,2016-12-02,5
NF009125,16-174757,2016-12-08,CORRECTION,LEGACY,2016-11-04,34
NF009276,16-178244,2016-12-15,CORRECTION,LEGACY,2016-11-11,34
NF009381,16-181604,2016-12-21,CORRECTION,LEGACY,2016-12-14,7
NF008734,16-177041,2016-12-09,CANCELLATION,LEGACY,2016-10-24,46
NF009269,16-184160,2016-12-23,CORRECTION,LEGACY,2016-11-28,25
NF009122,16-173785,2016-12-02,CORRECTION,LEGACY,2016-11-28,4
NF009373,16-182974,2016-12-23,CORRECTION,LEGACY,2016-12-03,20
NF009064,16-178885,2016-12-14,CORRECTION,LEGACY,2016-11-30,14
NF009228,16-172920,2016-12-01,CORRECTION,LEGACY,2016-11-08,23
NF009131,16-173155,2016-12-03,CORRECTION,LEGACY,2016-11-12,21
NF009551,16-174489,2016-12-07,CORRECTION,LEGACY,2016-12-02,5
NF009468,16-182579,2016-12-23,CORRECTION,LEGACY,2016-12-18,5
NF009533,16-182868,2016-12-21,CORRECTION,LEGACY,2016-12-09,12
NF010013,17-9598,2017-01-22,CORRECTION,LEGACY,2017-01-15,7
NF009861,17-3432,2017-01-09,CORRECTION,LEGACY,2017-01-09,0
NF009862,17-6470,2017-01-13,CORRECTION,LEGACY,2017-01-11,2
NF009858,17-9668,2017-01-20,CORRECTION,LEGACY,2017-01-03,17
NF011582,17-572,2017-01-03,CORRECTION,LEGACY,2016-12-05,29
NF009635,17-784,2017-01-05,CORRECTION,LEGACY,2016-12-22,14
NF009412,17-9644,2017-01-22,CORRECTION,LEGACY,2016-12-01,52
NF009399,17-2829,2017-01-06,CORRECTION,LEGACY,2016-12-08,29
NF009531,17-2564,2017-01-06,CORRECTION,LEGACY,2016-12-21,16
NF009519,17-3005,2017-01-08,CORRECTION,LEGACY,2016-12-28,11
NF009661,17-1674,2017-01-06,CORRECTION,LEGACY,2016-12-21,16
NF010008,17-3346,2017-01-11,CORRECTION,LEGACY,2017-01-07,4
NF009377,17-4646,2017-01-13,CORRECTION,LEGACY,2016-12-10,34
NF009635,17-6463,2017-01-15,CORRECTION,LEGACY,2016-12-22,24
NF009619,17-97,2017-01-02,CANCELLATION,LEGACY,2016-12-23,10
NF009522,17-4319,2017-01-10,CORRECTION,LEGACY,2016-12-07,34
NF009997,17-4679,2017-01-11,CORRECTION,LEGACY,2017-01-10,1
NF009515,17-412,2017-01-05,CORRECTION,LEGACY,2016-12-14,22
NF009602,17-5047,2017-01-13,CORRECTION,LEGACY,2016-12-18,26
NF009637,17-6553,2017-01-15,CORRECTION,LEGACY,2016-12-24,22
NF009377,17-12893,2017-01-28,CORRECTION,LEGACY,2016-12-10,49
NF009819,17-8763,2017-01-19,CORRECTION,LEGACY,2017-01-17,2
NF009453,17-12394,2017-01-26,CORRECTION,LEGACY,2016-12-23,34
NF009917,17-9618,2017-01-20,CORRECTION,LEGACY,2017-01-06,14
NF009735,17-9629,2017-01-20,CORRECTION,LEGACY,2017-01-05,15
NF010061,17-13383,2017-01-27,CORRECTION,LEGACY,2017-01-26,1
NF010010,17-12912,2017-01-28,CORRECTION,LEGACY,2017-01-11,17
NF009784,17-564,2017-01-03,CANCELLATION,LEGACY,2017-01-02,1
NF010027,17-4583,2017-01-11,CORRECTION,LEGACY,2017-01-06,5
NF009497,17-7953,2017-01-17,CORRECTION,LEGACY,2016-12-19,29
NF010009,17-5226,2017-01-14,CORRECTION,LEGACY,2017-01-07,7
NF009811,17-9800,2017-01-22,CORRECTION,LEGACY,2017-01-20,2
NF009811,17-10356,2017-01-25,CORRECTION,LEGACY,2017-01-20,5
NF009897,17-5215,2017-01-12,CORRECTION,LEGACY,2017-01-11,1
NF009455,17-9657,2017-01-20,CORRECTION,LEGACY,2016-12-28,23
NF009939,17-9606,2017-01-20,CORRECTION,LEGACY,2017-01-13,7
NF009742,17-10885,2017-01-23,CORRECTION,LEGACY,2017-01-18,5
NF010259,17-22637,2017-02-15,CORRECTION,LEGACY,2017-02-10,5
NF009928,17-23136,2017-02-16,CORRECTION,LEGACY,2017-01-17,30
NF009863,17-23288,2017-02-16,CORRECTION,LEGACY,2017-01-17,30
NF010329,17-26299,2017-02-23,CORRECTION,LEGACY,2017-02-09,14
NF010197,17-26776,2017-02-23,CORRECTION,LEGACY,2017-02-22,1
NF009776,17-19508,2017-02-11,CORRECTION,LEGACY,2017-01-15,27
NF009810,17-17803,2017-02-08,CORRECTION,LEGACY,2017-01-18,21
NF010330,17-20777,2017-02-10,CORRECTION,LEGACY,2017-01-17,24
NF010376,17-26945,2017-02-24,CORRECTION,LEGACY,2017-02-07,17
NF010110,17-28192,2017-02-28,CORRECTION,LEGACY,2017-02-27,1
NF009848,17-18871,2017-02-10,CORRECTION,LEGACY,2017-01-18,23
NF010440,17-18930,2017-02-10,CORRECTION,LEGACY,2016-06-08,247
NF010265,17-23205,2017-02-18,CORRECTION,LEGACY,2017-02-03,15
NF010176,17-17700,2017-02-06,CORRECTION,LEGACY,2017-02-06,0
NF010181,17-19702,2017-02-09,CORRECTION,LEGACY,2017-02-09,0
NF010431,17-25064,2017-02-23,CORRECTION,LEGACY,2017-02-15,8
NF010139,17-26169,2017-02-24,CORRECTION,LEGACY,2017-02-09,15
NF009935,17-24781,2017-02-20,CORRECTION,LEGACY,2017-01-31,20
NF010330,17-20155,2017-02-10,CORRECTION,LEGACY,2017-01-17,24
NF010015,17-16652,2017-02-05,CORRECTION,LEGACY,2017-01-18,18
NF010144,17-26904,2017-02-26,CORRECTION,LEGACY,2017-02-22,4
NF009724,17-23393,2017-02-16,CORRECTION,LEGACY,2017-01-24,23
NF009778,17-14302,2017-02-01,CORRECTION,LEGACY,2017-01-22,10
NF009377,17-15520,2017-02-03,CORRECTION,LEGACY,2016-12-10,55
NF010015,17-21657,2017-02-16,CORRECTION,LEGACY,2017-01-18,29
NF010072,17-24392,2017-02-22,CORRECTION,LEGACY,2017-02-17,5
NF010041,17-18545,2017-02-07,CORRECTION,LEGACY,2017-01-18,20
NF010182,17-21818,2017-02-14,CORRECTION,LEGACY,2017-02-09,5
NF010304,17-26333,2017-02-23,CORRECTION,LEGACY,2017-02-22,1
NF010495,17-35208,2017-03-14,CORRECTION,LEGACY,2017-03-13,1
NF010523,17-43667,2017-03-29,CORRECTION,LEGACY,2017-03-28,1
NF010404,17-27984,2017-03-01,CORRECTION,LEGACY,2017-02-12,17
NF010143,17-40692,2017-03-25,CORRECTION,LEGACY,2017-02-18,35
NF010282,17-39257,2017-03-27,CORRECTION,LEGACY,2017-02-23,32
NF010649,17-36644,2017-03-16,CORRECTION,LEGACY,2017-03-14,2
NF010433,17-33599,2017-03-15,CORRECTION,LEGACY,2017-02-16,27
NF010275,17-39759,2017-03-24,CORRECTION,LEGACY,2017-02-16,36
NF010099,17-37739,2017-03-17,CORRECTION,LEGACY,2017-02-28,17
NF010359,17-29370,2017-03-01,CANCELLATION,LEGACY,2017-02-28,1
NF010465,17-37061,2017-03-16,CORRECTION,LEGACY,2017-02-22,22
NF010887,17-39247,2017-03-21,CORRECTION,LEGACY,2017-03-14,7
NF010514,17-41336,2017-03-24,CORRECTION,LEGACY,2017-03-22,2
NF010360,17-33435,2017-03-11,CORRECTION,LEGACY,2017-02-02,37
NF010810,17-37833,2017-03-19,CORRECTION,LEGACY,2017-03-04,15
NF010733,17-43383,2017-03-31,CORRECTION,LEGACY,2017-03-27,4
NF010521,17-42523,2017-03-28,CORRECTION,LEGACY,2017-03-27,1
NF010172,17-31200,2017-03-06,CORRECTION,LEGACY,2017-02-01,33
NF010277,17-29381,2017-03-03,CORRECTION,LEGACY,2017-02-18,13
NF010432,17-43119,2017-03-30,CORRECTION,LEGACY,2017-02-15,43
NF010250,17-30315,2017-03-03,CANCELLATION,LEGACY,2017-02-28,3
NF010197,17-31336,2017-03-06,CORRECTION,LEGACY,2017-02-22,12
NF010540,17-38078,2017-03-17,CORRECTION,LEGACY,2017-03-17,0
NF010093,17-29296,2017-03-01,CORRECTION,LEGACY,2017-02-22,7
NF010371,17-29889,2017-03-04,CORRECTION,LEGACY,2017-02-26,6
NF010401,17-33742,2017-03-12,CORRECTION,LEGACY,2017-02-11,29
NF010437,17-35742,2017-03-16,CORRECTION,LEGACY,2017-02-19,25
NF010823,17-42676,2017-03-30,CORRECTION,LEGACY,2017-03-23,7
NF010899,17-43159,2017-03-30,CORRECTION,LEGACY,2017-03-08,22
NF010197,17-31871,2017-03-08,CORRECTION,LEGACY,2017-02-22,14
NF010919,17-36188,2017-03-15,CORRECTION,LEGACY,2017-03-03,12
